,Task lang,Aux lang,Accuracy,Rank,Accuracy level,Overlap word-level,Transfer lang dataset size,Target lang dataset size,Transfer over target size ratio,Transfer lang TTR,Target lang TTR,Transfer target TTR distance,GENETIC,SYNTACTIC,FEATURAL,PHONOLOGICAL,INVENTORY,GEOGRAPHIC
1279,tam,fas,0.7746,23,37,0.0004650081376424,5997,600,9.995,0.15688157524207,0.5614149588826524,0.5192072805558955,1.0,0.334,0.3648,0.6364,0.5166,0.14694516273601474
1280,tam,heb,0.7526,50,10,0.0104626830969541,6216,600,10.36,0.4067013046511386,0.5614149588826524,0.075943275996418,1.0,0.3712,0.4039,0.3954,0.5915,0.24493984941038296
1281,tam,eus,0.7916,17,43,0.0120902115787026,8993,600,14.988333333333332,0.3519527880166261,0.5614149588826524,0.1392012836222871,0.967,0.3461,0.3817,0.678,0.4991,0.3941521169571127
1282,tam,lav,0.7728,28,32,0.0093001627528481,7703,600,12.838333333333331,0.37546297265061,0.5614149588826524,0.1097068341836206,1.0,0.3025,0.5636,0.678,1.3153,0.29632854783118734
1283,tam,slv,0.7709999999999999,30,30,0.0120902115787026,8000,600,13.333333333333334,0.3676498731122853,0.5614149588826524,0.1191195624247068,1.0,0.3249,0.3372,0.2352,0.4774,0.32208682025996155
1284,tam,hrv,0.7673,35,25,0.0130202278539874,8889,600,14.815,0.2981575694863614,0.5614149588826524,0.21988377284219,1.0,0.5675,0.5887,0.2352,0.4523,0.31681957199427596
1285,tam,ron,0.7563,48,12,0.0134852359916298,9524,600,15.873333333333331,0.2570438554726763,0.5614149588826524,0.2939265905392,1.0,0.5025,0.5551,0.4723,0.4991,0.2795036917839593
1286,tam,slk,0.7842,19,41,0.0095326668216693,10604,600,17.673333333333332,0.4130087201061381,0.5614149588826524,0.0698773387032609,1.0,0.5836,0.7485,0.9271,1.3153,0.3094040451766671
1287,tam,bul,0.7673,35,25,0.0132527319228086,11138,600,18.563333333333333,0.2891950325041875,0.5614149588826524,0.2351104127739621,1.0,0.5239,0.5784,0.5698,0.5667,0.2765645470197981
1288,tam,por,0.7522,52,8,0.0153452685421994,12078,600,20.13,0.1985895453616555,0.5614149588826524,0.4176643788699918,1.0,0.3162,0.3344,0.1337,0.4621,0.7031184099195684
1289,tam,nld,0.7572,47,13,0.0139502441292722,13583,600,22.63833333333333,0.2163749886307094,0.5614149588826524,0.3777207601002505,1.0,0.355,0.3637,0.2283,0.5453,0.35776616779582326
1290,tam,eng,0.7366,55,5,0.013717740060451,16622,600,27.703333333333333,0.1746279711803919,0.5614149588826524,0.4746524750190761,1.0,0.3816,0.3899,0.5433,0.478,0.33147065401941844
1291,tam,ita,0.76,43,17,0.0134852359916298,14167,600,23.611666666666668,0.2090539911907565,0.5614149588826524,0.3939196338891631,1.0,0.3193,0.3477,0.1906,0.5428,0.33920819082051745
1292,tam,cat,0.7412,53,7,0.0158102766798418,16678,600,27.796666666666667,0.1431069684669108,0.5614149588826524,0.5551679170615113,1.0,0.3698,0.3821,0.5433,0.4772,0.4018777181139381
1293,tam,hin,0.7545,49,11,0.011392699372239,16647,600,27.745,0.072831563624156,0.5614149588826524,0.7573723499949045,1.0,0.298,0.3398,0.6572,0.4475,0.011619720431617771
1294,tam,pol,0.7765,21,39,0.0090676586840269,17246,600,28.74333333333333,0.4049278834815912,0.5614149588826524,0.0776942694988506,1.0,0.3042,0.3426,0.5169,0.4738,0.3097875731731378
1295,tam,deu,0.7691,33,27,0.0158102766798418,15590,600,25.98333333333333,0.2724193133980275,0.5614149588826524,0.2649809406773276,1.0,0.5134,0.5735,0.6364,0.5656,0.33939327771686323
1296,tam,fro,0.7577,46,14,0.0004650081376424,17678,600,29.46333333333333,0.0937745835963677,0.5614149588826524,0.6938347389133404,1.0,0.5428,0.728,0.9271,1.3153,0.37019243243003597
1297,tam,spa,0.7664,37,23,0.014880260404557,17680,600,29.466666666666665,0.1474296839146102,0.5614149588826524,0.5437532021785114,1.0,0.5508,0.5958,0.7347,0.4724,0.6926762960962353
1298,tam,fra,0.7526,50,10,0.0165077888863055,16448,600,27.41333333333333,0.2057620460579268,0.5614149588826524,0.4013144333315596,1.0,0.38,0.4064,0.6572,0.5499,0.37603266695234916
1299,tam,fin,0.7732,25,35,0.0116252034410602,18723,600,31.205,0.3189427368077481,0.5614149588826524,0.1865331501025064,1.0,0.3502,0.3677,0.6381,0.5058,0.30744425172928536
1300,tam,grc,0.7618,40,20,0.0002325040688212,17081,600,28.468333333333337,0.1730742274014335,0.5614149588826524,0.4784735425240853,1.0,0.3708,0.5985,0.9271,1.3153,0.2881546403264189
1301,tam,nor,0.759,44,16,0.0139502441292722,20045,600,33.40833333333333,0.1846147253241721,0.5614149588826524,0.4504580642466919,1.0,0.5138,0.5628,0.6364,0.4567,0.3470045937085175
1302,tam,ara,0.2698,59,1,0.0002325040688212,19738,600,32.89666666666667,4.7672168034857886e-06,0.5614149588826524,0.9999830172086164,1.0,0.3966,0.6252,0.9271,1.3153,0.189538110356281
1303,tam,lao,0.759,44,16,0.0002325040688212,18400,600,30.666666666666668,0.1715984617000315,0.5614149588826524,0.4821170260343877,1.0,0.4344,0.4501,0.1906,0.4849,0.1439804099302706
1304,tam,est,0.7407,54,6,0.0139502441292722,26197,600,43.66166666666667,0.3337469262526225,0.5614149588826524,0.1644508599600551,0.967,0.3653,0.5978,0.9271,1.3153,0.2972772973091929
1305,tam,kor,0.7659,38,22,0.0111601953034178,27363,600,45.605,0.2977608806802764,0.5614149588826524,0.2205469348468659,1.0,0.3255,0.3655,0.6655,0.5071,0.24440169231854808
1306,tam,jpn,0.3445,58,2,0.0,57256,600,95.42666666666666,0.0003197953309881,0.5614149588826524,0.998861076840182,1.0,0.3068,0.3583,0.783,0.5229,0.28934495128318655
1307,tam,rus,0.7036,57,3,0.0158102766798418,61889,600,103.14833333333333,0.2241205920170711,0.5614149588826524,0.360952634375929,1.0,0.3269,0.3723,0.6237,0.5757,0.23195741231360475
1308,tam,ces,0.7224,56,4,0.0181353173680539,87913,600,146.52166666666668,0.1727176492441835,0.5614149588826524,0.4793526238544103,1.0,0.3047,0.3273,0.2352,0.5362,0.3169499295687336
1309,gle,bxr,0.872,20,40,0.0027977617905675,927,1020,0.9088235294117648,0.6023336111441838,0.3499300699300699,0.5202694923312835,1.0,0.4407,0.6481,0.9746,1.3287,0.28457242169066654
1310,gle,kmr,0.8769,4,56,0.0038635758060218,754,1020,0.7392156862745098,0.3877346961448728,0.3499300699300699,0.0116715186877334,0.9087,0.5442,0.5916,0.5625,0.4806,0.19719407739823447
1311,gle,hsb,0.8743,9,51,0.0074606981081801,646,1020,0.6333333333333333,0.5423194196193881,0.3499300699300699,0.3022731182196317,0.8919,0.6128,0.7756,0.9746,1.3287,0.0660090485200118
1312,gle,kaz,0.8776,1,59,0.0035971223021582,1078,1020,1.0568627450980392,0.6191198786039454,0.3499300699300699,0.5917723924843756,1.0,0.5919,0.7606,0.8701,1.3287,0.27354726454887596
1313,gle,hye,0.8755,6,54,0.0017319477751132,564,1020,0.5529411764705883,0.5479001354751306,0.3499300699300699,0.3200637775051033,0.86,0.402,0.4192,0.5619,0.5056,0.21621710903463406
1314,gle,swl,0.8773,2,58,0.0001332267519317,203,1020,0.1990196078431372,0.4872907625542468,0.3499300699300699,0.1540857288386641,1.0,0.6128,0.7756,0.9746,1.3287,0.09606642911178667
1315,gle,lit,0.8734,14,46,0.0017319477751132,263,1020,0.257843137254902,0.5654157163591126,0.3499300699300699,0.37920509754972,0.86,0.3506,0.3808,0.6044,0.4523,0.10219316052262885
1316,gle,bel,0.8712,22,38,0.0023980815347721,393,1020,0.3852941176470588,0.5525618374558304,0.3499300699300699,0.3353146577557468,0.879,0.3778,0.6162,0.9746,1.3287,0.13462911824704804
1317,gle,mar,0.8726,18,42,0.0002664535038635,466,1020,0.4568627450980392,0.5290718671000361,0.3499300699300699,0.2620784589970673,0.9014,0.3558,0.3824,0.3173,0.5033,0.3964153038746692
1318,gle,cop,0.8697,28,32,0.0003996802557953,514,1020,0.503921568627451,0.4940717882085432,0.3499300699300699,0.1696746111732472,1.0,0.3288,0.416,0.5273,0.8009,0.2227121077399071
1319,gle,tam,0.8749,7,53,0.0025313082867039,600,1020,0.5882352941176471,0.5614149588826524,0.3499300699300699,0.3652549884402413,1.0,0.3856,0.3833,0.2721,0.4828,0.39955310410016753
1320,gle,hun,0.8746,8,52,0.0105249134026112,1800,1020,1.7647058823529411,0.4546198320061089,0.3499300699300699,0.0895047117989307,1.0,0.3687,0.41,0.5903,0.528,0.10711465737074376
1321,gle,tel,0.8734,14,46,0.0003996802557953,1328,1020,1.3019607843137255,0.3446196660482374,0.3499300699300699,0.0002302992788019,1.0,0.4035,0.4471,0.6044,0.4817,0.39534610392074226
1322,gle,afr,0.8736,13,47,0.0095923261390887,1934,1020,1.896078431372549,0.203484865408243,0.3499300699300699,0.1751409829044096,0.9087,0.7793,0.7751,0.7106,0.6055,0.48509485904426575
1323,gle,vie,0.8706,25,35,0.0145217159605648,3000,1020,2.9411764705882355,0.1568043561492321,0.3499300699300699,0.3045914277855691,1.0,0.3954,0.4367,0.6561,0.481,0.4911086184378237
1324,gle,uig,0.8711,23,37,0.0025313082867039,3456,1020,3.388235294117647,0.4374610522567435,0.3499300699300699,0.0625692685095585,1.0,0.566,0.7575,1.0546,1.3287,0.4031533230643554
1325,gle,ell,0.8737,11,49,0.0063948840927258,2521,1020,2.4715686274509805,0.2837253360022877,0.3499300699300699,0.035794439140804,0.8919,0.3733,0.4056,0.619,0.548,0.154872252890884
1326,gle,sme,0.8741,10,50,0.0067945643485211,3122,1020,3.06078431372549,0.4513223794042703,0.3499300699300699,0.0839551812582909,1.0,0.3915,0.64,0.9746,1.3287,0.07752138376837935
1327,gle,glg,0.8659,34,26,0.0217159605648814,3993,1020,3.914705882352941,0.2302721876615389,0.3499300699300699,0.1169284243772242,0.9273,0.3432,0.3618,0.2721,0.4986,0.0813246477955146
1328,gle,srp,0.8772,3,57,0.0113242739142019,3891,1020,3.814705882352941,0.3111760696308725,0.3499300699300699,0.0122650846364875,0.9087,0.5489,0.7497,1.1622,1.3287,0.11597524183230325
1329,gle,got,0.8695,29,31,0.0038635758060218,5401,1020,5.295098039215686,0.1811019353439708,0.3499300699300699,0.2327700590047275,0.8278,0.5336,0.7345,0.9746,1.3287,0.14008124297185248
1330,gle,tur,0.8729,17,43,0.0054622968292033,5635,1020,5.5245098039215685,0.5061541783632045,0.3499300699300699,0.1993120621678429,1.0,0.4061,0.4302,0.6482,0.5148,0.1799422010549471
1331,gle,zho,0.8694,30,30,0.0009325872635225,4997,1020,4.899019607843138,0.9869043288468534,0.3499300699300699,3.313456224301275,1.0,0.3672,0.4091,0.6561,0.5248,0.40708931980025503
1332,gle,urd,0.8606,45,15,0.0069277911004529,5130,1020,5.029411764705882,0.1056406117958751,0.3499300699300699,0.4873566823921313,0.9087,0.5313,0.5731,0.3097,0.458,0.351364732822215
1333,gle,chu,0.8722,19,41,0.0001332267519317,6337,1020,6.212745098039216,0.1959524016329366,0.3499300699300699,0.1936212191767392,0.8919,0.6128,0.7756,0.9746,1.3287,0.13195306467738246
1334,gle,swe,0.8734,14,46,0.0155875299760191,6026,1020,5.907843137254902,0.2404336943809909,0.3499300699300699,0.0979122341725795,0.9014,0.3257,0.369,0.3097,0.5354,0.09746879317944067
1335,gle,dan,0.8761,5,55,0.0218491873168132,5512,1020,5.403921568627451,0.2897915761056075,0.3499300699300699,0.0295353802684559,0.9014,0.3288,0.6013,0.9746,1.3287,0.06436054737912933
1336,gle,ind,0.8737,11,49,0.0310418332001065,5593,1020,5.483333333333333,0.2927781145801758,0.3499300699300699,0.026674707140949,1.0,0.4195,0.4701,0.5619,0.4385,0.622989458885851
1337,gle,ukr,0.8663,33,27,0.0079936051159072,5873,1020,5.757843137254902,0.4399821508255243,0.3499300699300699,0.0662254592280915,0.8919,0.3333,0.3774,0.2801,0.5232,0.14390499241903879
1338,gle,fas,0.8666,32,28,0.0010658140154543,5997,1020,5.879411764705883,0.15688157524207,0.3499300699300699,0.3043479017307094,0.9087,0.3833,0.4088,0.5765,0.4811,0.2659355541375731
1339,gle,heb,0.8591,49,11,0.0047961630695443,6216,1020,6.094117647058823,0.4067013046511386,0.3499300699300699,0.0263205010545086,1.0,0.3614,0.3985,0.2855,0.5145,0.20994539657802058
1340,gle,eus,0.87,27,33,0.0123900879296562,8993,1020,8.816666666666666,0.3519527880166261,0.3499300699300699,3.3412439740906494e-05,0.9724,0.405,0.4259,0.619,0.5157,0.07732091124253077
1341,gle,lav,0.8456,55,5,0.0113242739142019,7703,1020,7.551960784313725,0.37546297265061,0.3499300699300699,0.0053239976373063,0.86,0.3322,0.5895,0.6614,1.3287,0.10819838940453524
1342,gle,slv,0.8586,51,9,0.017585931254996,8000,1020,7.84313725490196,0.3676498731122853,0.3499300699300699,0.002564219865543,0.8919,0.3357,0.3646,0.3173,0.495,0.09547828547242024
1343,gle,hrv,0.8609,43,17,0.0221156408206767,8889,1020,8.714705882352941,0.2981575694863614,0.3499300699300699,0.0218894955830144,0.9087,0.5919,0.6171,0.3173,0.4713,0.09827889128300597
1344,gle,ron,0.8608,44,16,0.0310418332001065,9524,1020,9.337254901960783,0.2570438554726763,0.3499300699300699,0.0704595719315688,0.9147,0.5086,0.5675,0.4882,0.4811,0.1288317413326923
1345,gle,slk,0.8144,57,3,0.017585931254996,10604,1020,10.39607843137255,0.4130087201061381,0.3499300699300699,0.0324939311113872,0.8919,0.6128,0.7756,0.9746,1.3287,0.09879839075735476
1346,gle,bul,0.8701,26,34,0.0085265121236344,11138,1020,10.919607843137255,0.2891950325041875,0.3499300699300699,0.030124238668498,0.9014,0.4913,0.5633,0.6326,0.5013,0.13941482791617335
1347,gle,por,0.8659,34,26,0.0387689848121502,12078,1020,11.841176470588236,0.1985895453616555,0.3499300699300699,0.1870457922422931,0.9273,0.3131,0.3344,0.2388,0.4457,0.3942085191153316
1348,gle,nld,0.8557,52,8,0.0299760191846522,13583,1020,13.316666666666666,0.2163749886307094,0.3499300699300699,0.1456660370110108,0.9196,0.3386,0.3568,0.2301,0.4683,0.0493807317215179
1349,gle,eng,0.8714,21,39,0.0402344790833999,16622,1020,16.29607843137255,0.1746279711803919,0.3499300699300699,0.2509641596541833,0.9196,0.3207,0.3602,0.5619,0.4956,0.2956423511516628
1350,gle,ita,0.8597,48,12,0.032640554223288,14167,1020,13.88921568627451,0.2090539911907565,0.3499300699300699,0.1620734892710044,0.9196,0.3198,0.3521,0.2801,0.5404,0.10606287192437605
1351,gle,cat,0.8657,36,24,0.0329070077271516,16678,1020,16.350980392156863,0.1431069684669108,0.3499300699300699,0.3493297440648532,0.9237,0.3348,0.3665,0.6044,0.4598,0.0824808561861584
1352,gle,hin,0.8604,47,13,0.0046629363176125,16647,1020,16.320588235294117,0.072831563624156,0.3499300699300699,0.6270552991443021,0.9087,0.3769,0.4,0.5625,0.4669,0.3954751335702311
1353,gle,pol,0.8708,24,36,0.012523314681588,17246,1020,16.9078431372549,0.4049278834815912,0.3499300699300699,0.0247017841052553,0.8919,0.3464,0.3882,0.5765,0.526,0.09104281697167903
1354,gle,deu,0.8624,40,20,0.035171862509992,15590,1020,15.284313725490197,0.2724193133980275,0.3499300699300699,0.0490638274616873,0.9014,0.5368,0.5894,0.5765,0.5047,0.0755417276333543
1355,gle,fro,0.8611,42,18,0.0157207567279509,17678,1020,17.33137254901961,0.0937745835963677,0.3499300699300699,0.5358519271211393,0.9304,0.5378,0.7367,0.9746,1.3287,0.06134378899335628
1356,gle,spa,0.8652,37,23,0.0339728217426059,17680,1020,17.333333333333332,0.1474296839146102,0.3499300699300699,0.3348799789797464,0.9304,0.5075,0.5775,0.7634,0.4713,0.366412561611285
1357,gle,fra,0.862,41,19,0.0409006128430588,16448,1020,16.12549019607843,0.2057620460579268,0.3499300699300699,0.169736547421978,0.9304,0.3256,0.3733,0.5625,0.5207,0.1407761828832143
1358,gle,fin,0.8644,38,22,0.0147881694644284,18723,1020,18.355882352941176,0.3189427368077481,0.3499300699300699,0.0078416214798648,1.0,0.3215,0.3688,0.619,0.522,0.11698147749429162
1359,gle,grc,0.8667,31,29,0.0001332267519317,17081,1020,16.74607843137255,0.1730742274014335,0.3499300699300699,0.2554325835125949,0.879,0.3497,0.5977,0.9746,1.3287,0.14897421651156947
1360,gle,nor,0.8627,39,21,0.028244071409539,20045,1020,19.65196078431373,0.1846147253241721,0.3499300699300699,0.2231843851470174,0.8919,0.5348,0.5913,0.6936,0.506,0.06776491672607518
1361,gle,ara,0.304,59,1,0.0001332267519317,19738,1020,19.350980392156863,4.7672168034857886e-06,0.3499300699300699,0.9999727535028256,1.0,0.3181,0.6096,0.9746,1.3287,0.240365864257814
1362,gle,lao,0.8551,53,7,0.0079936051159072,18400,1020,18.03921568627451,0.1715984617000315,0.3499300699300699,0.2597132609012728,1.0,0.4286,0.4666,0.2801,0.5022,0.4748661997832608
1363,gle,est,0.8605,46,14,0.0269118038902211,26197,1020,25.683333333333337,0.3337469262526225,0.3499300699300699,0.0021387659074327,0.9724,0.3777,0.618,0.9746,1.3287,0.11143034631233584
1364,gle,kor,0.8442,56,4,0.0075939248601119,27363,1020,26.826470588235296,0.2977608806802764,0.3499300699300699,0.0222262220013956,1.0,0.4027,0.4429,0.6482,0.5056,0.4431774613941684
1365,gle,jpn,0.7815,58,2,0.0,57256,1020,56.13333333333333,0.0003197953309881,0.3499300699300699,0.9981730681035358,1.0,0.4091,0.4334,0.7323,0.4523,0.46818827707650784
1366,gle,rus,0.8589,50,10,0.0146549427124966,61889,1020,60.67549019607843,0.2241205920170711,0.3499300699300699,0.1292600123577507,0.879,0.3445,0.3888,0.6036,0.5549,0.24814339298326793
1367,gle,ces,0.855,54,6,0.0436983746336264,87913,1020,86.18921568627451,0.1727176492441835,0.3499300699300699,0.2564636322857757,0.9014,0.3341,0.358,0.3173,0.5338,0.09126145937370748
1368,hun,bxr,0.894,3,57,0.0022195560887822,927,1800,0.515,0.6023336111441838,0.4546198320061089,0.1055711529192422,1.0,0.482,0.6484,1.1766,1.2875,0.24634984790008024
1369,hun,kmr,0.8951,2,58,0.002999400119976,754,1800,0.4188888888888888,0.3877346961448728,0.4546198320061089,0.0216452433522249,1.0,0.5638,0.604,0.3668,0.5122,0.09344825639969992
1370,hun,hsb,0.8908,6,54,0.0046790641871625,646,1800,0.3588888888888888,0.5423194196193881,0.4546198320061089,0.0372133140545782,1.0,0.6621,0.7997,1.1766,1.2875,0.04441013951392575
1371,hun,kaz,0.8903,8,52,0.0034793041391721,1078,1800,0.5988888888888889,0.6191198786039454,0.4546198320061089,0.1309288328168433,1.0,0.6373,0.7839,1.1189,1.2875,0.1926735112163135
1372,hun,hye,0.8886,9,51,0.0017996400719856,564,1800,0.3133333333333333,0.5479001354751306,0.4546198320061089,0.0421001018325563,1.0,0.3011,0.3283,0.4813,0.448,0.13231316493113504
1373,hun,swl,0.8907,7,53,5.99880023995201e-05,203,1800,0.1127777777777777,0.4872907625542468,0.4546198320061089,0.0051644758930157,1.0,0.6621,0.7997,1.1766,1.2875,0.09284116528445892
1374,hun,lit,0.8716,18,42,0.0006598680263947,263,1800,0.1461111111111111,0.5654157163591126,0.4546198320061089,0.0593950841948262,1.0,0.2928,0.3212,0.3546,0.4052,0.053155235329534097
1375,hun,bel,0.8835,12,48,0.0025794841031793,393,1800,0.2183333333333333,0.5525618374558304,0.4546198320061089,0.0464131698734648,1.0,0.3975,0.615,1.1766,1.2875,0.06190423055200844
1376,hun,mar,0.8926,5,55,0.000119976004799,466,1800,0.2588888888888889,0.5290718671000361,0.4546198320061089,0.0268198529580414,1.0,0.3314,0.3632,0.6224,0.4643,0.2972925221335248
1377,hun,cop,0.8871,11,49,5.99880023995201e-05,514,1800,0.2855555555555555,0.4940717882085432,0.4546198320061089,0.0075307864122576,1.0,0.4456,0.483,0.4973,0.7446,0.1280261413258859
1378,hun,tam,0.894,3,57,0.0027594481103779,600,1800,0.3333333333333333,0.5614149588826524,0.4546198320061089,0.0551831030175067,1.0,0.3458,0.3752,0.6112,0.5122,0.300892943800795
1379,hun,gle,0.8873,10,50,0.004739052189562,1020,1800,0.5666666666666667,0.3499300699300699,0.4546198320061089,0.0530287843486668,1.0,0.3687,0.41,0.5903,0.528,0.10711465737074369
1380,hun,tel,0.8953,1,59,0.0001799640071985,1328,1800,0.7377777777777778,0.3446196660482374,0.4546198320061089,0.0585450156543044,1.0,0.3911,0.4297,0.3546,0.4536,0.2961873802441871
1381,hun,afr,0.8659,21,39,0.0065986802639472,1934,1800,1.0744444444444443,0.203484865408243,0.4546198320061089,0.3051529810215201,1.0,0.7592,0.7583,0.7823,0.5107,0.4228767933724905
1382,hun,vie,0.8601,28,32,0.0067186562687462,3000,1800,1.6666666666666667,0.1568043561492321,0.4546198320061089,0.4291387872691914,1.0,0.4317,0.4548,0.4445,0.4716,0.41129525334317446
1383,hun,uig,0.8737,16,44,0.0023395320935812,3456,1800,1.92,0.4374610522567435,0.4546198320061089,0.0014245445810586,1.0,0.5524,0.7444,1.2566,1.2875,0.33277466068075257
1384,hun,ell,0.8761,14,46,0.0056988602279544,2521,1800,1.4005555555555556,0.2837253360022877,0.4546198320061089,0.14130560764625,1.0,0.2526,0.3047,0.2817,0.5185,0.06592353562465025
1385,hun,sme,0.8681,19,41,0.0026394721055788,3122,1800,1.7344444444444445,0.4513223794042703,0.4546198320061089,5.260903903482276e-05,0.6667,0.3993,0.6209,1.1766,1.2875,0.08887082093498189
1386,hun,glg,0.8528,39,21,0.0118776244751049,3993,1800,2.2183333333333333,0.2302721876615389,0.4546198320061089,0.2435265259184745,1.0,0.3909,0.4075,0.6112,0.4797,0.10811745198725294
1387,hun,srp,0.8605,26,34,0.0119376124775045,3891,1800,2.161666666666666,0.3111760696308725,0.4546198320061089,0.0995558033673897,1.0,0.599,0.7668,1.2515,1.2875,0.021776525878174587
1388,hun,got,0.8561,30,30,0.0004799040191961,5401,1800,3.000555555555556,0.1811019353439708,0.4546198320061089,0.3619718037217273,1.0,0.5962,0.7633,1.1766,1.2875,0.038761667161645884
1389,hun,tur,0.8611,25,35,0.0042591481703659,5635,1800,3.1305555555555555,0.5061541783632045,0.4546198320061089,0.0128498124712457,1.0,0.2574,0.2775,0.2301,0.4204,0.07590800745676766
1390,hun,zho,0.8625,24,36,0.0004199160167966,4997,1800,2.776111111111111,0.9869043288468534,0.4546198320061089,1.3708529790087938,1.0,0.3181,0.3664,0.3824,0.5726,0.33770285928608534
1391,hun,urd,0.8603,27,33,0.0071385722855428,5130,1800,2.85,0.1056406117958751,0.4546198320061089,0.5892537858521292,1.0,0.5472,0.6031,0.6815,0.533,0.2513069030615145
1392,hun,chu,0.8675,20,40,5.99880023995201e-05,6337,1800,3.520555555555556,0.1959524016329366,0.4546198320061089,0.323732829612137,1.0,0.6621,0.7997,1.1766,1.2875,0.02990217180319555
1393,hun,swe,0.8649,22,38,0.0118776244751049,6026,1800,3.347777777777778,0.2404336943809909,0.4546198320061089,0.2219657488680804,1.0,0.3681,0.3911,0.6012,0.4654,0.09061221420577627
1394,hun,dan,0.8579,29,31,0.0155368926214757,5512,1800,3.062222222222222,0.2897915761056075,0.4546198320061089,0.1314518105372717,1.0,0.3676,0.6135,1.1766,1.2875,0.06302919014925298
1395,hun,ind,0.8521,41,19,0.0190161967606478,5593,1800,3.107222222222222,0.2927781145801758,0.4546198320061089,0.1267313912438658,1.0,0.4532,0.4641,0.2729,0.3897,0.5358878953324401
1396,hun,ukr,0.883,13,47,0.0071385722855428,5873,1800,3.262777777777778,0.4399821508255243,0.4546198320061089,0.0010366873831396,1.0,0.3289,0.3692,0.5903,0.3791,0.050580318187104595
1397,hun,fas,0.8647,23,37,0.000239952009598,5997,1800,3.3316666666666666,0.15688157524207,0.4546198320061089,0.4289162775980371,1.0,0.2723,0.3035,0.3098,0.4182,0.16066498201910123
1398,hun,heb,0.855,35,25,0.0058188362327534,6216,1800,3.453333333333333,0.4067013046511386,0.4546198320061089,0.0111099005444208,1.0,0.3268,0.3973,0.6965,0.5818,0.11662954495396688
1399,hun,eus,0.8487,48,12,0.0130773845230953,8993,1800,4.996111111111111,0.3519527880166261,0.4546198320061089,0.050999434617597,0.9896,0.3107,0.3522,0.3661,0.5173,0.10208753006975303
1400,hun,lav,0.8558,31,29,0.0076784643071385,7703,1800,4.279444444444445,0.37546297265061,0.4546198320061089,0.0303165903297034,1.0,0.2904,0.5381,0.2817,1.2875,0.059965785279609704
1401,hun,slv,0.8498,45,15,0.0155968806238752,8000,1800,4.444444444444445,0.3676498731122853,0.4546198320061089,0.0365966873079453,1.0,0.3029,0.3445,0.6224,0.413,0.0259884935998649
1402,hun,hrv,0.8516,42,18,0.0200359928014397,8889,1800,4.9383333333333335,0.2981575694863614,0.4546198320061089,0.1184465615380779,1.0,0.6373,0.6534,0.6224,0.3818,0.025846938214076645
1403,hun,ron,0.8464,50,10,0.0182963407318536,9524,1800,5.291111111111111,0.2570438554726763,0.4546198320061089,0.1888737138503478,1.0,0.5163,0.5659,0.4445,0.3727,0.022825783027100095
1404,hun,slk,0.8554,33,27,0.0112177564487102,10604,1800,5.891111111111111,0.4130087201061381,0.4546198320061089,0.0083776437274669,1.0,0.6621,0.7997,1.1766,1.2875,0.017592928205430024
1405,hun,bul,0.8752,15,45,0.0094181163767246,11138,1800,6.187777777777778,0.2891950325041875,0.4546198320061089,0.1324050286405254,1.0,0.5284,0.5761,0.3217,0.4428,0.034156174087516034
1406,hun,por,0.8409,55,5,0.0227354529094181,12078,1800,6.71,0.1985895453616555,0.4546198320061089,0.3171654928340056,1.0,0.2779,0.3273,0.6012,0.3965,0.4532705081045257
1407,hun,nld,0.8531,37,23,0.0202759448110377,13583,1800,7.546111111111111,0.2163749886307094,0.4546198320061089,0.2746314466440996,1.0,0.3275,0.3525,0.5804,0.4026,0.06379579504848155
1408,hun,eng,0.8492,47,13,0.0199160167966406,16622,1800,9.234444444444444,0.1746279711803919,0.4546198320061089,0.3793097965090194,1.0,0.3124,0.3396,0.2729,0.4359,0.2834307273166708
1409,hun,ita,0.8435,53,7,0.0218956208758248,14167,1800,7.870555555555556,0.2090539911907565,0.4546198320061089,0.2917690053506604,1.0,0.2932,0.3335,0.5903,0.3791,0.05568216626609985
1410,hun,cat,0.8441,52,8,0.0232153569286142,16678,1800,9.265555555555556,0.1431069684669108,0.4546198320061089,0.469521210017076,1.0,0.3599,0.3691,0.3546,0.392,0.11134939224354055
1411,hun,hin,0.8412,54,6,0.0055788842231553,16647,1800,9.248333333333331,0.072831563624156,0.4546198320061089,0.7052586218676022,1.0,0.2743,0.3234,0.3668,0.4829,0.29634176242088295
1412,hun,pol,0.8503,44,16,0.0096580683863227,17246,1800,9.581111111111111,0.4049278834815912,0.4546198320061089,0.0119474521281559,1.0,0.2969,0.3381,0.3098,0.4723,0.03265840226431658
1413,hun,deu,0.8507,43,17,0.0271745650869826,15590,1800,8.661111111111111,0.2724193133980275,0.4546198320061089,0.1606210509897247,1.0,0.5002,0.5554,0.3098,0.4277,0.05348544523949277
1414,hun,fro,0.8487,48,12,0.0056988602279544,17678,1800,9.821111111111112,0.0937745835963677,0.4546198320061089,0.630006786161302,1.0,0.5943,0.7622,1.1766,1.2875,0.07458536720584782
1415,hun,spa,0.8353,57,3,0.0265746850629874,17680,1800,9.822222222222225,0.1474296839146102,0.4546198320061089,0.4565809761961453,1.0,0.5198,0.5804,0.5122,0.4938,0.44711318467751027
1416,hun,fra,0.8365,56,4,0.0258548290341931,16448,1800,9.137777777777778,0.2057620460579268,0.4546198320061089,0.2996440867202974,1.0,0.3317,0.3345,0.2952,0.2976,0.13398689758191654
